<s>,0.07134895095893938
A,0.4078636363636364
AA,0.4666666666666667
AAA,0.8307692307692308
AAAT,0.6
AADT,0.6000000000000001
AAR,0.9
ABC,0.6061224489795918
AC,0.675
ACC,0.8099999999999999
ACE,0.5727272727272728
AD,0.2903225806451613
ADOT,0.9
AFC,0.7714285714285715
AG,0.675
AH,0.45
AI,0.4663636363636364
AIDS,0.72
AIF,0.61875
AIL,0.6000000000000001
AIR,0.3
AJ,0.225
AK,0.9
AL,0.63
ALDS,0.9
ALL,0.45
AM,0.675
AMC,0.9
AMISOM,0.6
AML,0.43000000000000005
AMNH,0.5625
ANA,0.9
ANZAC,0.7714285714285715
ANZACs,0.7071428571428572
AOC,0.7285714285714286
AOL,0.6000000000000001
AOT,0.9
AP,0.324
APF,0.5538461538461539
APL,0.75
AQHA,0.49090909090909096
ARIA,0.4090909090909091
ARS,0.9
ARVN,0.6847826086956522
ASCAP,0.8999999999999999
ASI,0.9
ASIN,0.3
ASTRA,0.45
AT,0.27
ATP,0.4636363636363637
ATV,0.6000000000000001
AU,0.6428571428571429
AV,0.03333333333333333
AVALANCHE,0.9
AVRE,0.225
AVREs,0.9
Aagadu,0.9
Aalborg,0.9
Aaron,0.6230769230769231
Abba,0.3
Abbes,0.675
Abbey,0.5
Abbot,0.50625
Abbott,0.8
Abby,0.6
Abd,0.48214285714285715
Abdi,0.6
Abdirashid,0.3
Abdu,0.3
Abdul,0.54
Abdullahi,0.9
Abe,0.7875
Aberdeen,0.5785714285714285
Abierto,0.6
Abietinae,0.9
Abingdon,0.6545454545454545
Able,0.675
Abolition,0.6
Aboriginal,0.9
About,0.5333333333333333
Aboutcom,0.675
Above,0.42857142857142855
Abraham,0.4263157894736842
Abrahamic,0.45
Abramowitz,0.8
Abrams,0.8357142857142857
Absorption,0.6
Abu,0.024770642201834864
Abuse,0.675
Abusir,0.525
Abydos,0.675
Abyss,0.6
Academic,0.8
Academics,0.9
Academies,0.54
Academy,0.2915492957746479
Acapulco,0.36000000000000004
Accelerated,0.3
Accepting,0.6
Accident,0.9
Accolades,0.9
According,0.0017821782178217822
Accordingly,0.8099999999999999
Accounts,0.54
Accrington,0.9
Ace,0.05510204081632653
Achaea,0.9
Achaemenid,0.6
Achievement,0.36000000000000004
Achille,0.6428571428571429
Ackerson,0.9
Ackroyd,0.9
Acorns,0.72
Acoustic,0.675
Acre,0.7200000000000001
Acres,0.9
Acropolis,0.225
Across,0.4263157894736842
Act,0.3130434782608696
Acting,0.75
Action,0.534375
Active,0.75
Activision,0.5222222222222223
Activities,0.9
Acton,0.45
Actor,0.39512195121951216
Actors,0.3375
Actress,0.37058823529411766
Acts,0.5142857142857143
Acute,0.38571428571428573
Ad,0.9
Adair,0.9
Adam,0.4956521739130435
Adams,0.528
Adaptations,0.7714285714285715
Adapted,0.6
Addario,0.9
Adde,0.18
Addicted,0.30000000000000004
Adding,0.9
Addington,0.45
Additional,0.8653846153846154
Additionally,0.571764705882353
Address,0.6
Adel,0.6
Adelaide,0.6069767441860465
Adelphi,0.9
Adelson,0.9
Aden,0.5478260869565217
Adi,0.225
Adil,0.6
Adili,0.9
Administration,0.66
Administrative,0.72
Administrator,0.15
Admiral,0.5347826086956522
Admirals,0.6
Admiralty,0.7714285714285714
Admission,0.6
Adolf,0.5538461538461539
Adolphe,0.6
Adore,0.18
Adorján,0.6545454545454545
Adrenaline,0.9
Adrian,0.43043478260869567
Adrianne,0.36
Adriatic,0.2625
Adrien,0.3
Adult,0.3807692307692308
Adults,0.8999999999999999
Adummatu,0.72
Advance,0.7363636363636363
Advanced,0.54
Advancement,0.15
Advent,0.36
Adventure,0.45
Adventures,0.16071428571428573
Advertisements,0.9
Advertiser,0.9
Advertising,0.7875
Advisory,0.675
Aegean,0.54
Aegis,0.3
Aerial,0.9
Aeris,0.9
Aerith,0.3796875
Aero,0.3
Aerodrome,0.9
Aerosmith,0.7200000000000001
Aesop,0.3
Aesopic,0.9
Afanasieff,0.75
Affair,0.9
Affairs,0.72
Affleck,0.9
Afghanistan,0.5823529411764706
Africa,0.332
Africaine,0.43124999999999997
African,0.4317919075144509
Africans,0.9
Afro,0.72
Afrodisiac,0.6
After,0.3083859332732191
Aftermath,0.6300000000000001
Afterward,0.9
Afterwards,0.6545454545454545
Again,0.6157894736842106
Against,0.6749999999999999
Agaricales,0.675
Agaricus,0.45
Agassi,0.75
Agate,0.7714285714285715
Agathaumas,0.9
Age,0.5420454545454546
Agency,0.55
Agent,0.5142857142857143
Agents,0.9
Ages,0.5210526315789474
Aggarwal,0.9
