<s>	0.0
Valkyria	4.30140258812085e-05
Chronicles	1.158069927570998e-05
III	0.00012738769203280977
Senjō	8.271928054078557e-06
no	0.0005095507681312391
unk	0.014945719608109137
Japanese	0.0001323508488652569
lit	2.6470169773051383e-05
</s>	0.024165610617185095
of	0.011587316818153242
the	0.011899995698597413
Battlefield	1.6543856108157115e-06
commonly	8.6028051762417e-05
referred	0.0001455859337517826
to	0.011006627468756927
as	0.006931875709317831
outside	0.00031433326605498515
Japan	7.775612370833843e-05
is	0.005671233873876258
a	0.0062039460405589174
tactical	2.8124555383867094e-05
role	0.00025477538406561953
playing	0.0002613929265088824
video	0.00024319468478990958
game	0.00042848587320126925
developed	0.0003044069523900909
by	0.005236130458231726
Sega	6.617542443262846e-06
and	0.022377219771893313
MediaVision	3.308771221631423e-06
for	0.007105586198453481
PlayStation	5.4594725156918474e-05
Portable	8.271928054078557e-06
Released	3.308771221631423e-06
in	0.01469756176648678
January	0.00011249822153546837
it	0.0030506870663441718
third	0.00014062277691933548
series	0.0003937437753741393
same	3.1433326605498515e-05
fusion	4.797718271365563e-05
real	0.00011249822153546837
time	0.00041690517392555925
gameplay	6.782981004344416e-05
its	0.001214319038338732
predecessors	1.3235084886525692e-05
story	0.00023823152795746243
runs	0.00016543856108157113
parallel	6.286665321099703e-05
first	0.0005922700486720246
follows	0.00010753506470302124
Nameless	3.308771221631423e-06
penal	6.617542443262846e-06
military	0.0003027525667792752
unit	0.0001472403193625983
serving	0.0001290420776436255
nation	4.632279710283992e-05
Gallia	6.617542443262846e-06
during	0.002041511843746588
Second	3.970525465957707e-05
Europan	3.308771221631423e-06
War	0.00015385786180586116
who	0.00259242225214822
perform	4.4668411492024205e-05
secret	5.624911076773419e-05
black	0.0002332683711250153
operations	0.00023988591356827814
are	0.002890211662095048
pitted	1.4889470497341402e-05
against	0.0009529261118298497
Imperial	2.9778940994682804e-05
Raven	8.271928054078557e-06
The	0.002281397757314866
began	0.0009446541837757711
development	0.0002332683711250153
carrying	9.264559420567984e-05
over	0.0014823295072908774
large	0.0002928262531143809
portion	6.948419565425988e-05
work	0.0005641454932881576
done	8.106489492996986e-05
on	0.006769745919457891
II	0.0001770192603572811
While	4.797718271365563e-05
retained	8.6028051762417e-05
standard	0.00011746137836791551
features	0.00031433326605498515
also	0.001702362793529367
